APN,Registered Date,Property Type,Property Address,Property City,Property State,Property Zip,Council District,Lender,Lender Contact,Lender Contact Phone,Property Management,Property Management Contact,Property Management Address,Property Mgmt Contact Phone
5064014019,06/01/2015,Multi-Family,"1774 S MARVIN AVE
LOS ANGELES, CA 90019
(34.041563, -118.361788)",LOS ANGELES,CA,90019,10,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
5042006024,27/01/2015,Multi-Family,"3690 S 4TH AVE
LOS ANGELES, CA 90018
(34.02044, -118.321313)",LOS ANGELES,CA,90018,10,Green Tree,Jeremy Iverson,480-383-0648,Connie Renteria / Five Brothers,Connie Renteria,5228   Halifax RD  Temple City CA 91780 ,626-453-0397
4228003002,28/01/2015,Multi-Family,"1704 S WASHINGTON WAY
VENICE, CA 90291
(33.987639, -118.46413)",VENICE,CA,90291,11,NATIONSTAR MORTGAGE LLC,Paula Acosta,800-468-1743,NULL,NULL,         ,NULL
5037023029,01/09/2015,Single Family,"1084 W LEIGHTON AVE
LOS ANGELES, CA 90037
(34.013218, -118.294044)",LOS ANGELES,CA,90037,8,Bank of America,VPR Department,800-669-2443,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437
7410018028,08/06/2015,Single Family,"1627 W 251ST ST
LOS ANGELES, CA 90710
(33.796769, -118.305113)",LOS ANGELES,CA,90710,15,"Ocwen Loan Servicing, LLC",Ivonne Pettegrew,800-746-2936,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360 ,805-496-1084
5018016012,16/01/2015,Multi-Family,"948 W 50TH ST
LOS ANGELES, CA 90037
(33.997858, -118.290512)",LOS ANGELES,CA,90037,9,"Wells Fargo Bank, N.A., as Trustee, c/o Select Portfolio Servicing",Code Violations,888-349-8964,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437
2781031015,26/01/2015,Single Family,"8801 N WINNETKA AVE
LOS ANGELES, CA 91306
(34.230347, -118.571054)",LOS ANGELES,CA,91306,3,Federal National Mortgage Association - REVERSE  MORTGAGE SOLUTIONS INC,Darren White,281-404-7816,Federal National Mortgage Association - REVERSE MORTGAGE SOLUTIONS INC,Darren White,2727   Spring Creek DR  Spring TX 77373 ,281-404-7816
2615010001,02/02/2015,Single Family,"14877 W CHATSWORTH DR
LOS ANGELES, CA 91345
(34.267992, -118.456624)",LOS ANGELES,CA,91345,7,"Ocwen Loan Servicing, LLC",Ivonne Pettegrew,770-612-7007,EEC CORP,Mark Maliczak,19655   Galeview DR  ROWLAND HEIGHTS CA 91748 ,562-697-9988
4116033013,19/01/2015,Multi-Family,"109 E REES ST
PLAYA DEL REY, CA 90293
(33.956128, -118.449185)",PLAYA DEL REY,CA,90293,11,Nationstar Mortgage,Dawn Campos,888-456-0714,"NEW BEGINNING PROPERTIES, INC",JOSE CHAVEZ,445  W 34th ST  San Bernardino CA 92405 ,877-339-8202
2329026002,27/01/2015,Single Family,"6662 N NAGLE AVE
LOS ANGELES, CA 91401
(34.191444, -118.423615)",LOS ANGELES,CA,91401,2,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863
2649017002,19/10/2015,Single Family,"10347 N PEACH AVE
LOS ANGELES, CA 91345
(34.258517, -118.468714)",LOS ANGELES,CA,91345,7,Nationstar Mortgage LLC,NSTAR CLIENT,469-549-2178,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437
2257001009,08/01/2015,Single Family,"5230 N ENCINO AVE
LOS ANGELES, CA 91316
(34.166149, -118.514182)",LOS ANGELES,CA,91316,5,The Bank of New York c/o Select Portfolio Servicing,NA NA,888-349-8694,Safeguard Properties,NA NA,7887   Safeguard Cir  Valley View OH 44125 ,877-340-0060
2769011005,14/01/2015,Single Family,"18132 W SUNBURST ST
LOS ANGELES, CA 91325
(34.234541, -118.528858)",LOS ANGELES,CA,91325,12,Residential Credit Solutions,Annette Hamilton,817-321-6015,Coldwell Banker,Philip Boroda,15490   VENTURA BLVD 100 SHERMAN OAKS CA 91403 ,310-968-3844
2157014067,26/05/2015,Single Family,"18307 BURBANK
TARZANA, CA 91356
(34.172276, -118.531959)",TARZANA,CA,91356,3,"Ocwen Loan Servicing, LLC",Ivonne Pettegrew,800-746-2936,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360 ,805-496-1084
2510011023,22/01/2015,Single Family,"13481 N ELDRIDGE AVE
LOS ANGELES, CA 91342
(34.317016, -118.423428)",LOS ANGELES,CA,91342,7,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863
6037007018,19/10/2015,Single Family,"9145 S DENKER AVE
LOS ANGELES, CA 90047
(33.953296, -118.30465)",LOS ANGELES,CA,90047,8,Federal National Mortgage Association,Ronald Edison,800-499-9084,Tower Realty & Investment,Ronald Edison,739  W Rosecrans Ave G Compton CA 90222 ,800-499-9084
2545014024,16/01/2015,Single Family,"9856 N SUNLAND BLVD
LOS ANGELES, CA 91040
(34.24853, -118.347813)",LOS ANGELES,CA,91040,7,NationStar,Paula Acosta,972-315-8837,"Mortgage Contracting Services, Inc.","Mortgage Contracting Services, Inc. Mortgage Contracting Services, Inc.",6504   International Parkway PKWY 1500 Plano TX 75093 ,866-563-1100
2146037170,18/08/2015,Single Family,"5500 N OWENSMOUTH AVE
WOODLAND HILLS, CA 91367
(34.171616, -118.601865)",WOODLAND HILLS,CA,91367,3,Solutionstar Field Services,Paula Acosta,888-456-0714,Safeguard Properties,Safeguard Properties,7887   Safeguard Cir  Valley View OH 44125 ,800-852-8306
4001010019,07/01/2015,Single Family,"6120 S KINGS ROAD
LOS ANGELES, CA 90056
(33.983007, -118.36845)",LOS ANGELES,CA,90056,11,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
2651014035,22/10/2015,Single Family,"9053 N WILLIS AVE
LOS ANGELES, CA 91402
(34.234247, -118.455296)",LOS ANGELES,CA,91402,6,SETERUS INC,Preservation Compliance,866-570-5277,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437
5453019004,18/03/2015,Single Family,"634 W ISABEL ST
LOS ANGELES, CA 90065
(34.090647, -118.220512)",LOS ANGELES,CA,90065,1,Specialized Loan Servicing as Servicing Agent for Beneficiary,Hunter Robinson,877-367-0512,Eddy Leon,Eddy Leon,1650   Ximeno AVE 90804 Long Beach CA 90804 ,866-627-2256
5034018049,12/03/2015,Single Family,"3970 S 3RD AVE
LOS ANGELES, CA 90008
(34.011978, -118.320357)",LOS ANGELES,CA,90008,10,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863
5404006021,27/03/2015,Single Family,"1741 W KENT ST
LOS ANGELES, CA 90026
(34.073812, -118.263378)",LOS ANGELES,CA,90026,13,National Field Network,Erica Giorgiantonio,732-276-5563,Miles Preservation LLC,Adam Miles,27226   Via Industria   Temecula CA 92590 ,951-234-0673
5085031012,10/02/2015,Single Family,"1353 S HAUSER BLVD
LOS ANGELES, CA 90019
(34.049757, -118.35632)",LOS ANGELES,CA,90019,10,Resurgent Capital,Johan Correa,866-825-2174,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863
4119037205,09/01/2015,Single Family,"7740 REDLANDS
PLAYA DEL REY, CA 90293
(33.958696, -118.432808)",PLAYA DEL REY,CA,90293,11,Select Portfolio Servicing,Code Violations,888-349-8964,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863
4116002085,04/12/2015,Single Family,"6400 S PACIFIC AVE
LOS ANGELES, CA 90293
(33.961146, -118.452185)",LOS ANGELES,CA,90293,11,RUSHMORE LOAN MGMT SERVICES,ENRIQUE OROZCO,949-341-5601,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437
5521004005,30/06/2015,Multi-Family,"644 1/2 N SERRANO AVE
LOS ANGELES, CA 90004
(34.082513, -118.306911)",LOS ANGELES,CA,90004,13,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,LPS,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,281-404-7816
5160019002,14/01/2015,Vacant Residential,"1319 W COLTON ST
LOS ANGELES, CA 90026
(34.063319, -118.25751)",LOS ANGELES,CA,90026,1,Southern California Holdings VI LLC,Mitchell Saywitz,312-750-9302,Yaron Hassid,Yaron Hassid,11111   Santa Monica BLVD 1848 Los Angeles CA 90025 ,310-777-0364
6058003021,11/03/2015,Single Family,"10028 S GRAMERCY PL
LOS ANGELES, CA 90047
(33.944494, -118.313396)",LOS ANGELES,CA,90047,8,HUD,Angela Hone,855-871-4884,"Sentinel Field Services, Inc",Angela Hone,34   Civic Center   Santa Ana CA 92701 ,855-871-4884
2309028003,21/01/2015,Single Family,"8137 N LAUREL CANYON BLVD
LOS ANGELES, CA 91605
(34.218865, -118.396518)",LOS ANGELES,CA,91605,2,Nationstar Mortgage,Dawn Campos,888-456-0714,"NEW BEGINNING PROPERTIES, INC",JOSE CHAVEZ,445  W 34th ST  San Bernardino CA 92405 ,877-339-8202
2159023027,08/01/2015,Single Family,"5855 N JAMIESON AVE
LOS ANGELES, CA 91316
(34.177074, -118.521333)",LOS ANGELES,CA,91316,5,Bank of New York Mellon c/o Select Portfolio Servicing,NA NA,888-349-8694,Safeguard Properties,Safeguard Properties,7887   Safeguard Cir  Valley View OH 44125 ,800-852-8306
2428023005,21/01/2015,Single Family,"6919 W PACIFIC VIEW DR
LOS ANGELES, CA 90068
(34.121463, -118.345292)",LOS ANGELES,CA,90068,4,"US Bank, N.A., as Trustee, c/o Select Portfolio Servicing",Code Violations,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-383-2097
2748013050,08/01/2015,Single Family,"9701 N FULLBRIGHT AVE
LOS ANGELES, CA 91311
(34.246153, -118.577868)",LOS ANGELES,CA,91311,12,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
2644026200,09/01/2015,Single Family,"14415 W PLUMMER ST
LOS ANGELES, CA 91402
(34.242646, -118.446603)",LOS ANGELES,CA,91402,6,"Ocwen Loan Servicing, LLC",Ivonne Pettegrew,770-612-7007,PPS,Trevethan Aaron,30011   Ivy Glenn DR 224 Laguna Niguel CA 92677 ,949-612-0342
5045008003,14/04/2015,Single Family,"3911 S VIRGINIA RD
LOS ANGELES, CA 90008
(34.015733, -118.33985)",LOS ANGELES,CA,90008,10,"Ocwen Loan Servicing, LLC",Ivonne Pettegrew,800-746-2936,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360 ,805-496-1084
6072024017,27/11/2015,Single Family,"925 E 114TH ST
LOS ANGELES, CA 90059
(33.931021, -118.257732)",LOS ANGELES,CA,90059,15,Nationstar Mortgage LLC,NSTAR CLIENT,469-549-2178,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437
2624013011,26/08/2015,Single Family,"9628 N HADDON AVE
LOS ANGELES, CA 91331
(34.244758, -118.411465)",LOS ANGELES,CA,91331,7,Champion Mortgage Company c/o BDF Law,Code Compliance,813-387-1100,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863
2536017044,01/10/2015,Single Family,"12411 OSBORNE
LOS ANGELES, CA 91331
(34.26008, -118.402808)",LOS ANGELES,CA,91331,7,"Ocwen Loan Servicing, LLC",Ivonne Pettegrew,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656 ,949-625-4480
5051009017,27/02/2015,Multi-Family,"2821 S NORTON AVE
LOS ANGELES, CA 90018
(34.030476, -118.332724)",LOS ANGELES,CA,90018,10,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863
2622003007,19/03/2015,Single Family,"13359 W GARBER ST
LOS ANGELES, CA 91331
(34.252728, -118.424126)",LOS ANGELES,CA,91331,7,Bank of America,VPR Department,800-669-2443,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-380-8752
5486006013,02/01/2015,Single Family,"6041 E DELPHI ST
LOS ANGELES, CA 90042
(34.123778, -118.189035)",LOS ANGELES,CA,90042,14,Bank of America,Chad McLean,800-669-2443,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437
2871006013,26/01/2015,Single Family,"11517 N AMIGO AVE
LOS ANGELES, CA 91326
(34.280836, -118.542007)",LOS ANGELES,CA,91326,12,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
2646010021,08/01/2015,Single Family,"10306 N RINCON AVE
LOS ANGELES, CA 91331
(34.257523, -118.429333)",LOS ANGELES,CA,91331,7,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
2708003014,01/07/2015,Single Family,"19419 W BLACKHAWK ST
LOS ANGELES, CA 91326
(34.257889, -118.556442)",LOS ANGELES,CA,91326,12,Bank of America,VPR Department,800-669-2443,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437
7463014028,06/01/2015,Single Family,"966 W 26TH ST
SAN PEDRO, CA 90731
(33.720655, -118.298326)",SAN PEDRO,CA,90731,15,NATIONSTAR MORTGAGE LLC,Paula Acosta,800-468-1743,NULL,NULL,         ,NULL
4103020005,06/01/2015,Single Family,"5327 W THORNBURN ST
LOS ANGELES, CA 90045
(33.970867, -118.373553)",LOS ANGELES,CA,90045,11,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
5018010004,15/01/2015,Single Family,"951 W 48TH ST
LOS ANGELES, CA 90037
(33.999603, -118.290806)",LOS ANGELES,CA,90037,9,"Ocwen Loan Servicing, LLC",Ivonne Pettegrew,770-612-7007,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360 ,805-496-1084
5186008030,12/06/2015,Single Family,"506 S BERNAL AVE
LOS ANGELES, CA 90063
(34.032627, -118.199125)",LOS ANGELES,CA,90063,14,SETERUS INC,Preservation Compliance,866-570-5277,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437
5026007005,26/01/2015,Single Family,"4355 W DON LUIS DR
LOS ANGELES, CA 90008
(34.00618, -118.3497)",LOS ANGELES,CA,90008,8,"Deutsche Bank, as Trustee, c/o Select Portfolio Servicing",Code Violations,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-383-2097
6033025008,19/06/2015,Single Family,"1026 1/2 W 84TH PL
LOS ANGELES, CA 90044
(33.961821, -118.292406)",LOS ANGELES,CA,90044,8,CHAMPION MORTGAGE COMPANY,SHANE NEAL,818-591-9237,SingleSource Property Solutions,Vacant Registration,333   Technology DR 220 Canonsburg PA 15317 ,866-620-7577
2410015001,18/08/2015,Single Family,"7334 N SATSUMA AVE
LOS ANGELES, CA 91352
(34.20397, -118.367063)",LOS ANGELES,CA,91352,2,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,LPS,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,281-404-7816
4431018001,17/08/2015,Single Family,"17536 W CAMINO DE YATASTO
LOS ANGELES, CA 90272
(34.077202, -118.571798)",LOS ANGELES,CA,90272,11,Solutionstar Field Services,Paula Acosta,888-456-0714,Assurant Field Services,Property Registration Department Property Registration Department,101  W Louis Henna Blvd 400 Austin TX 78728 ,800-468-1743
5502023038,24/04/2015,Single Family,"500 S BERENDO ST 1-88
LOS ANGELES, CA 90020
(34.06501, -118.294135)",LOS ANGELES,CA,90020,10,Specialized Loan Servicing as Servicing Agent for Beneficiary,Hunter Robinson,877-367-0512,Eddy Leon,Eddy Leon,1650   Ximeno AVE 90804 Long Beach CA 90804 ,866-627-2256
6019015005,12/02/2015,Single Family,"1136 W 77TH ST
LOS ANGELES, CA 90044
(33.970223, -118.295314)",LOS ANGELES,CA,90044,8,Federal National Mortgage,KRISTINA EGRIGOZ,972-656-7211,RE/MAX Estate Properties,Angelica Suarez,23740   hawthorne blvd  torrance ca 90505 ,310-952-1195
6029020019,31/07/2015,Single Family,"906 E 83RD ST
LOS ANGELES, CA 90001
(33.963789, -118.258263)",LOS ANGELES,CA,90001,9,Midfirst Bank,Adam Malak,405-426-1723,"US Best Repair Service, Inc",Jonathan Farley,2501   Alton PKWY  Irvine CA 92606 ,888-750-2378
4431001001,28/01/2015,Single Family,"1265 N CALLE DE SEVILLA
LOS ANGELES, CA 90272
(34.069296, -118.559146)",LOS ANGELES,CA,90272,11,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863
2222023008,09/03/2015,Single Family,"15526 W VALERIO ST
VAN NUYS, CA 91406
(34.204814, -118.471334)",VAN NUYS,CA,91406,6,Shellpoint Mortgage Services,Johan Correa,866-825-2174,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660 ,949-642-4801
2511015005,17/12/2015,Single Family,"13222 W RAVEN ST
LOS ANGELES, CA 91342
(34.323177, -118.420725)",LOS ANGELES,CA,91342,7,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,LPS,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,281-404-7816
2337022017,21/10/2015,Single Family,"11075 W EMELITA ST
LOS ANGELES, CA 91601
(34.176696, -118.372411)",LOS ANGELES,CA,91601,2,Solutionstar Field Services,NA NA,888-456-0714,Assurant Field Services,Property Registration Department Property Registration Department,101  W Louis Henna Blvd 400 Austin TX 78728 ,800-468-1743
2694019016,23/06/2015,Single Family,"17027 W ROMAR ST
LOS ANGELES, CA 91325
(34.254724, -118.5039)",LOS ANGELES,CA,91325,12,Specialized Loan Servicing as Servicing Agent for Beneficiary,Hunter Robinson,877-367-0512,Eddy Leon,Eddy Leon,1650   Ximeno AVE 90804 Long Beach CA 90804 ,866-627-2256
2629015048,02/02/2015,Single Family,"9120 N AMBOY AVE
LOS ANGELES, CA 91352
(34.235266, -118.404363)",LOS ANGELES,CA,91352,6,"Ocwen Loan Servicing, LLC",Ivonne Pettegrew,770-612-7007,Homeland Property Preservation And Inspection,Giwa Olatunji,859  N Fair Oaks AVE 305 PASADENA CA 91103 ,626-380-6275
2509018006,05/01/2015,Single Family,"13924 W AZTEC ST
LOS ANGELES, CA 91342
(34.303599, -118.436287)",LOS ANGELES,CA,91342,7,"HSBC Bank USA, N.A., as Trustee, c/o Select Portfolio Servicing",Code Violations,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-383-2097
5180021016,20/01/2015,Single Family,"2915 E 2ND ST 1-4
LOS ANGELES, CA 90033
(34.039017, -118.20374)",LOS ANGELES,CA,90033,14,Green Tree,Jeremy Iverson,480-383-0648,Connie Renteria /  Five Brothers,Connie Renteria,5228   Halifax RD  Temple City CA 91780 ,626-453-0397
2640005013,20/11/2015,Single Family,"9018 N VARNA AVE
LOS ANGELES, CA 91331
(34.233651, -118.431159)",LOS ANGELES,CA,91331,6,"Ocwen Loan Servicing, LLC",Damaris Gideon,800-746-2936,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360 ,805-496-1084
2386013002,15/01/2015,Single Family,"3629 N WESLIN AVE
LOS ANGELES, CA 91423
(34.136418, -118.430802)",LOS ANGELES,CA,91423,4,Nationstar Mortgage,Dawn Campos,888-456-0714,"Cyprexx Services, LLC.",Property Registrations,525   Grand Regency BLVD  Brandon FL 33510 ,813-681-3270
2127010030,08/01/2015,Single Family,"6528 N AMIGO AVE
LOS ANGELES, CA 91335
(34.189232, -118.538569)",LOS ANGELES,CA,91335,3,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
6086029003,29/09/2015,Single Family,"12016 S MCKINLEY AVE
LOS ANGELES, CA 90059
(33.923099, -118.261398)",LOS ANGELES,CA,90059,15,Financial Freedom,Daniel Stack,800-441-4428,Carlos Sims,Carlos Sims,11820   Cherrylee DR  El Monte CA 91732 ,866-966-0789
5015028012,14/01/2015,Single Family,"4920 S ARLINGTON AVE
LOS ANGELES, CA 90043
(33.998247, -118.318148)",LOS ANGELES,CA,90043,8,"Deutsche Bank, as Trustee, c/o Select Portfolio Servicing",Code Violations,888-349-8964,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437
2124015043,24/03/2015,Single Family,"6123 N LINDLEY AVE
LOS ANGELES, CA 91335
(34.180895, -118.527297)",LOS ANGELES,CA,91335,3,CitiMortgage,Erin Theobald,877-290-3997,Safeguard Properties,Safeguard Properties,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,800-852-8306
5556011048,26/01/2015,Single Family,"8351 W KIRKWOOD DR
HOLLYWOOD, CA 90046
(34.103999, -118.373405)",HOLLYWOOD,CA,90046,4,"Ocwen Loan Servicing, LLC",Ivonne Pettegrew,770-612-7007,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360 ,805-496-1084
2558011010,26/08/2015,Single Family,"10419 N HELENDALE AVE
LOS ANGELES, CA 91042
(34.258125, -118.296011)",LOS ANGELES,CA,91042,7,"Reverse Mortgage Solutions, Inc.",Teresa Boudreaux,281-404-7870,Miles Preservation LLC,Adam Miles,27226   Via Industria   Temecula CA 92590 ,951-234-0673
2263031022,08/01/2015,Single Family,"14749 W HESBY ST
LOS ANGELES, CA 91403
(34.162142, -118.454131)",LOS ANGELES,CA,91403,4,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863
5435008008,14/07/2015,Multi-Family,"3836 W REVERE AVE
LOS ANGELES, CA 90039
(34.122939, -118.261255)",LOS ANGELES,CA,90039,13,Nationstar Mortgage,Dawn Campos,888-456-0714,"NEW BEGINNING PROPERTIES, INC",JOSE CHAVEZ,445  W 34th ST  San Bernardino CA 92405 ,877-339-8202
5561015013,09/04/2015,Single Family,"1549 N DOHENY DR
HOLLYWOOD, CA 90069
(34.100109, -118.389103)",HOLLYWOOD,CA,90069,4,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660 ,949-642-4801
2556013011,08/01/2015,Single Family,"7852 W HILLROSE ST
LOS ANGELES, CA 91040
(34.263311, -118.303862)",LOS ANGELES,CA,91040,7,Nationstar Mortgage LLC,NSTAR CLIENT,469-549-2178,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437
5153002006,08/01/2015,Single Family,"268 S BURLINGTON AVE
LOS ANGELES, CA 90057
(34.061541, -118.268747)",LOS ANGELES,CA,90057,13,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
2289014009,07/01/2015,Non-Residential,"04507 BALBOA AVE
LOS ANGELES, CA 91316
(34.154173, -118.504185)",LOS ANGELES,CA,91316,5,U.S. Bank National Association c/o Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Safeguard Properties,Safeguard Properties,7887   Safeguard   Valley View OH 44125 ,877-340-0060
2534006014,17/02/2015,Single Family,"13119 W FILMORE ST
LOS ANGELES, CA 91331
(34.273929, -118.418596)",LOS ANGELES,CA,91331,7,Deutsche Bank National Trust C/O Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,Safeguard Properties,7887   Safeguard   Valley View OH 44125 ,877-340-0060
2216009013,11/09/2015,Single Family,"7036 N MURIETTA AVE
LOS ANGELES, CA 91405
(34.198243, -118.438839)",LOS ANGELES,CA,91405,2,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,LPS,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,281-404-7816
2501003042,10/02/2015,Single Family,"13444 N GLENWOOD DR
LOS ANGELES, CA 91342
(34.316182, -118.469708)",LOS ANGELES,CA,91342,7,NationStar,Paula Acosta,972-315-8837,"Mortgage Contracting Services, Inc.","Mortgage Contracting Services, Inc.",6504   International Pkwy 1500 Plano TX 75093 ,214-451-0898
7410020034,05/01/2015,Multi-Family,"1659 W 253RD ST
HARBOR CITY, CA 90710
(33.794753, -118.306319)",HARBOR CITY,CA,90710,15,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
6041006020,28/01/2015,Single Family,"158 E 89TH ST
LOS ANGELES, CA 90003
(33.955573, -118.27184)",LOS ANGELES,CA,90003,8,Green Tree,Jeremy Iverson,480-383-0648,Connie Renteria /  Five Brothers,Connie Renteria,5228   Halifax RD  Temple City CA 91780 ,626-453-0397
2694012029,08/01/2015,Single Family,"10210 N AMESTOY AVE
LOS ANGELES, CA 91325
(34.256112, -118.506717)",LOS ANGELES,CA,91325,12,CENTRAL MORTGAGE COMPANY,SHEILA ROELING,501-716-4810,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437
2629011036,21/05/2015,Single Family,"9306 N TAMARACK AVE
LOS ANGELES, CA 91352
(34.23817, -118.397209)",LOS ANGELES,CA,91352,6,"Ocwen Loan Servicing, LLC",Ivonne Pettegrew,800-746-2936,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360 ,805-496-1084
4385016003,08/01/2015,Single Family,"9611 W ARBY DR
LOS ANGELES, CA 90210
(34.122083, -118.423027)",LOS ANGELES,CA,90210,5,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
4379005060,09/01/2015,Single Family,"2624 CLARAY
LOS ANGELES, CA 90077
(34.120378, -118.44764)",LOS ANGELES,CA,90077,5,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
